timestamp,video_pos_sec,person_id,camera_id,head_drop_angle,spine_angle,head_tilt_angle,wrist_activity,recline,perclos,ear,inactive_seconds,motion_score,shoulder_ear_ratio,z_max,z_baseline_ready,system_state,true_label
timestamp,video_pos_sec,person_id,camera_id,head_drop_angle,spine_angle,head_tilt_angle,wrist_activity,recline,perclos,ear,inactive_seconds,motion_score,shoulder_ear_ratio,z_max,z_baseline_ready,system_state,true_label
2026-03-12 04:31:23,0.0,248,second_floor_middle,69.6,13.9,11.0,0.0891,0.283,,,0.0,53.32,0.11,0.0,0,awake,
2026-03-12 04:31:26,0.0,1,second_floor_middle,80.0,21.7,17.6,0.0708,0.313,,,0.0,46.65,0.115,0.0,0,awake,
2026-03-12 04:31:27,0.0,5,second_floor_middle,34.9,10.4,21.8,0.0324,0.342,,,0.0,41.86,0.043,0.0,0,awake,
2026-03-12 04:31:31,546.9,274,second_floor_middle,67.5,6.6,9.4,0.1795,0.224,,,0.0,46.63,0.076,0.0,0,awake,
2026-03-12 04:31:31,546.9,250,second_floor_middle,54.9,4.8,7.6,0.335,0.195,,,0.0,57.84,0.045,0.0,1,awake,
2026-03-12 04:31:34,0.0,10,second_floor_middle,61.8,24.6,24.2,0.0041,0.41,,,0.0,3.08,0.076,1.08,1,awake,
2026-03-12 04:31:38,0.0,63,second_floor_middle,61.8,6.7,1.2,0.0376,0.196,,,0.0,21.35,0.117,0.0,0,awake,
2026-03-12 04:31:43,0.0,280,second_floor_middle,72.4,7.8,18.5,0.0937,0.218,,,0.0,29.79,0.11,0.0,0,awake,
2026-03-12 04:31:59,0.0,259,second_floor_middle,,,,,,,,0.0,0.0,,,0,unknown,
2026-03-12 04:32:02,0.0,2,second_floor_middle,46.5,15.0,12.4,0.1573,0.318,,,0.0,59.34,0.152,0.0,0,awake,
2026-03-12 04:32:06,581.9,3,second_floor_middle,83.3,29.3,19.9,0.0781,0.367,,,0.0,50.74,0.113,0.0,0,awake,
2026-03-12 04:32:06,581.9,5,second_floor_middle,75.6,6.0,18.7,0.0715,0.232,0.25,0.329,0.0,31.17,0.11,1.77,1,awake,
2026-03-12 04:32:12,0.0,16,second_floor_middle,40.1,7.4,13.0,0.0215,0.264,,,0.0,23.56,0.08,0.33,1,awake,
2026-03-12 04:32:19,0.0,312,second_floor_middle,51.8,25.3,17.0,0.1984,0.316,,,0.0,47.11,0.05,0.0,0,awake,
2026-03-12 04:32:20,0.0,250,second_floor_middle,70.3,10.6,21.7,0.0634,0.254,,,0.0,38.57,0.115,0.0,0,awake,
2026-03-12 04:32:22,0.0,1,second_floor_middle,80.0,21.7,17.6,0.0708,0.313,,,0.0,46.65,0.115,0.0,0,awake,
2026-03-12 04:32:24,0.0,321,second_floor_middle,50.9,12.7,5.7,0.0301,0.293,,,0.0,18.16,0.093,0.0,0,awake,
2026-03-12 04:32:26,0.0,5,second_floor_middle,59.3,21.1,15.8,0.0261,0.395,0.353,0.069,0.0,12.77,0.101,0.0,0,awake,
2026-03-12 04:32:26,0.0,316,second_floor_middle,61.1,21.5,22.1,0.1074,0.39,,,0.0,65.61,0.07,0.0,0,awake,
2026-03-12 04:32:28,0.0,266,second_floor_middle,61.6,2.0,5.6,0.0155,0.191,,,0.0,8.96,0.1,0.0,0,awake,
2026-03-12 04:32:31,607.0,10,second_floor_middle,49.6,23.4,17.2,0.0332,0.296,,,0.0,25.15,0.072,0.17,1,awake,
2026-03-12 04:32:32,0.0,309,second_floor_middle,57.1,3.1,6.6,0.1097,0.158,,,0.0,29.23,0.119,0.25,1,awake,
2026-03-12 04:32:37,0.0,286,second_floor_middle,59.4,2.5,5.3,0.1507,0.157,,,0.0,15.14,0.107,1.26,1,awake,
2026-03-12 04:32:43,619.5,314,second_floor_middle,69.4,6.4,14.6,0.0237,0.259,0.143,0.272,0.0,31.81,0.104,0.0,0,awake,
2026-03-12 04:32:43,619.8,250,second_floor_middle,60.8,14.7,6.4,0.1506,0.237,,,0.0,68.73,0.039,0.73,1,awake,
2026-03-12 04:32:50,0.0,342,second_floor_middle,,,,,,,,0.0,0.0,,,0,unknown,
